,Title,Summary,Primary Category
1472,rank forestri journal hindex,expert rank forestri journal compar journal impact factor hindic comput isi web scienc internetbas data citat report googl scholar offer effici rank journal object manner consist indic hindex exhibit high correl journal impact factor confin journal select commerci provid rank forestri journal present basi,Digital Libraries
1473,reduc semant complex distribut digit librari treatment term vagu document rerank,purpos paper propos model reduc semant complex heterogen dl aim introduc valuead servic treatment term vagu document rerank gain qualiti dl combin heterogen compon establish project compet center model treatment semant heterogen empir observ freeli formul user term term control vocabulari match coincid valuead servic develop rephras natur languag searcher term suggest control vocabulari search term recommend str method deriv scientometr network analysi implement object rerank result set structur properti rank core journal socal bradford rank central author coauthorship network,Digital Libraries
1474,knowledg manag wiki,wiki provid collabor knowledg share wiki softwar user work collect webbas knowledg base wiki characteris sens anarch collabor connect organ develop selfheal reli trust list concern appli wiki profession organis concern met wiki provid progess knowledg share collabor tool,Digital Libraries
1475,ncore architectur implement flexibl collabor digit librari,ncore open sourc architectur softwar platform creat flexibl collabor digit librari ncore develop nation scienc digit librari nsdl project serv central technic infrastructur nsdl ncore consist central fedorabas digit repositori specif data model api set backend servic frontend tool creat model collabor contributori digit librari paper describ ncore present analyz architectur tool servic report experi nsdl build oper major digit librari year experi digit librari earth system educ port exist digit librari tool ncore platform,Digital Libraries
1476,ador feder architectur,feder repositori emerg distinct scenario scenario problem oper repositori reach point continu servic requir parallel feder repositori infrastructur scenario multipl distribut repositori manag collect commun applic feder approach unifi perspect repositori highlevel tier ador feder architectur guidelin feder repositori case paper describ architectur consist core interfac feder repositori tier share infrastructur compon tier singlepoint access feder tier paper illustr largescal deploy ador feder architectur ador archiv repositori digit object lo alamo nation laboratori ghent univers imag repositori feder multipl terabyt imag file,Digital Libraries
1477,resourc highenergi physic survey landscap chart futur,access previou paramount scientif process progress manag focus build optim workflow policydriven userpul dynam decad highenergi physic hep pioneer innov solut field manag dissemin light transform environ assess current usag resourc research hep uniqu testb assess survey practition field reveal usag trend communitybas servic pioneer arxiv spire system answer scientist limit increas fraction younger user reli googl commerci servic offer publish databas vendor essenti unus field survey offer insight featur user requir optim workflow inform futur evolut manag hep research tradit earli adopt innov scholarli commun inspir develop disciplinari repositori serv commun,Digital Libraries
1478,usagebas impact metric mesur project,scholarli usag data hold potenti tool studi dynam scholarship real time form basi definit metric scholarli impact formal groundwork reliabl validli exploit usag data lack exact natur mean applic usagebas metric understood mesur project fund andrew mellon foundat constitut systemat effort defin valid crossvalid rang usagebas metric scholarli impact mesur collect billion usag event bibliograph citat data publish aggreg institut consortia construct largescal usag data refer set paper describ major challeng aggreg process usag data discuss preliminari analyz mesur refer data set confirm intrins scholarli usag data support feasibl reliabl valid usagebas metric scholarli impact,Digital Libraries
1479,innov scholarli commun vision project highenergi physic,forefront manag open access highenergi physic hep prove ideal testb innov scholarli commun includ commun technolog select topic scholarli commun highenergi physic present open access busi model scoap worldwid sponsor consortium peerreview hep literatur design develop deploy einfrastructur manag emerg debat longterm preserv reus open access hep data,Digital Libraries
1480,compar human automat thesauru map approach agricultur domain,knowledg organ system ko thesauri control vocabulari provid subject access system web heterogen system map vocabulari crucial retriev relev map thesauri labori task big effort autom map process paper examin map approach involv agricultur thesauru agrovoc machinecr human creat address basic question pro con human automat map complement point difficulti specif case group case group sampl simpl difficult type map limit current automat method basic recommend approach,Digital Libraries
1481,authorchoic open access publish biolog medic literatur citat analysi,articl analyz citat articl publish biolog medic journal employ authorchoic open access model control explanatori predictor citat journal posit open access effect analyz journal report small increas articl citat addit strong evid open access advantag declin year,Digital Libraries
1482,correl expert search engin rank,previou linkbas web metric predict expert assess qualiti interest question expert rank realworld entiti correl search engin rank web resourc year news report publish list graduat busi school expert rank correl search engin rank url busi school answer question conduct experi expert rank rang academ athlet financi popular cultur topic compar expert rank rank googl live search msn yahoo list length search engin expert comparison strong moder correl statist intersearch engin comparison strong moder correl statist correl appear decreas size list strong correl list moder correl list correl list,Digital Libraries
1483,evalu bradford effect,purpos paper appli evalu bibliometr method bradford retriev experi bradford gener core document set subjectspecif question reorder result set distribut search method appli test control scenario scientif literatur databas social polit scienc econom psycholog medic scienc soli solit usb koeln opac csa sociolog abstract affair onlin psyndex medlin standard topic evalu method effect carri laboratorybas retriev experi clef komoh control document corpu human relev assess bradford robust method rerank main document type journal articl monograph today digit librari test relev distribut rerank improv level articl core compar articl succeed zone item core assess relev item zone zone improv zone statist base wilcoxon signedrank test pair ttest,Digital Libraries
1484,question answer tei newcom,paper introduct text encod initi tei focus bring newcom deal digit document project capac tei environ fulfil avoid strictli technic present tei concentr actual issu project face parallel situat institut quick walkthrough tei technic framework paper end show essenti role commun actual technic contribut brought tei,Digital Libraries
1485,simpl extract procedur bibliograph author field,procedur bibliograph author metadata extract scholarli text present author segment identifi base capit break pattern main author layout templat retriev vari set titl addit disambigu rule,Digital Libraries
1486,pdfa standard long term archiv,pdfa defin iso file format base pdf format standard mechan repres electron document preserv visual appear time independ tool system creat store file,Digital Libraries
1487,report current french dml,survey exist digit collect french mathemat literatur nonprofit organ includ monograph serial proceed these collect work book person websit,Digital Libraries
1488,ad escienc asset data web,aggreg web resourc increasingli scholarship adopt method datacentr collabor networkedbas notion aggreg resourc common mashedup social network environ web mechan identifi aggreg web resourc open archiv initi object reus exchang oaior project oaior specif base principl architectur wide web semant web link data effort incorpor support escholarship ensur integr product scholarli data web,Digital Libraries
1489,cite read behaviour highenergi physic commun stop worri journal learn love repositori,contemporari scholarli discours altern rout addit threecenturi tradit public peerreview journal field high energi physic hep explor altern commun strategi decad initi mass mail paper copi preliminari manuscript incept onlin repositori digit librari field uniqu answer recurr question rais current trend scholarli commun advantag scientist work repositori preliminari form advantag publish open access journal scientist read journal digit repositori analysi citat data demonstr free onlin dissemin preprint creat immens citat advantag hep public open access journal present discern advantag addit analysi clickstream lead digit librari field hep scientist seldom read journal prefer preprint,Digital Libraries
1490,commentari cite read behavour highenergi physic arxiv,evid confirm increas impact suffici induc research provid mandat institut funder ensur hep research continu submit paper peerreview journal deposit unrefere preprint refere postprint chang field hep astrophys journal problem great field hep earli access impact advantag translat impact advantag argu gold greater advantag green advantag advantag green gold,Digital Libraries
1491,experiment dml digit repositori japan,paper author overview virtual digit mathemat librari japan dmljp content consist metadata harvest institut repositori japan digit repositori dmljp sens subject specif repositori collabor digit repositori portal websit dmljp subjectspecif metadata oaior schema enabl digit repositori load rich metadata mathematician,Digital Libraries
1492,challeng opportun design integr platform support knowledg work organ,design implement comprehens itbas support environ organ fraught problem solv requir intim knowledg usag knowledg work scope technolog intervent paper taskori organiz knowledg manag tokm design theori build integr platform support organiz propos tokm bring mutual exclus practic build system taskbas approach gener universalist approach develop design requir knowledg worker light usag model knowledg work studi model extend studi possibl advanc support formul form set design theori paradigm set artifact hypothes meet requir final design method approach build itbas integr platform knowledg work support platform kwsp realiz artifact order meet requir outlin kwsp power platform build maintain number tasktyp specif knowledg work support system kwss common sharabl platform kwss tasktyp support easili design provid extens sophist support individu group knowledg worker perform respect knowledg work instanc,Digital Libraries
1493,commun scientifiqu pour meilleur pour peer,paper overview french european peer project focus origin actual object technic deploy,Digital Libraries
1494,build warehous,goal manag support knowledg worker perform work paper examin issu relev linkag proven access knowledg worker adequ address base solut propos nonconvent approach build system support knowledg worker address issu approach lead idea build warehous knowledg work support system kwss system open potenti build innov applic impact includ capabl help organ implement process doubleloop learn,Digital Libraries
1495,semant preserv,preserv access file content requir preserv bit meaning logic structur ongo develop data format descript languag dfdl complet gener standard address defuddl parser gener parser dfdlstyle format descript extract logic structur ascii binari file written format dfdl defuddl provid preserv capabl minim formatspecif softwar cleanli separ issu bit format logic content potenti greatli reduc develop mainten cost perfileformat cost long term preserv,Digital Libraries
1496,big mac eigenfactor score dont correl coeffici fool,eigenfactor metric provid altern evalu scholarli journal base iter rank procedur analog googl pagerank algorithm metric thomsonreut list impact factor journal citat report metric differ addit bibliometr toolbox davi argu base find correl coeffici eigenfactor score total citat sampl journal field medicin conclus mistaken illustr basic statist fallaci davi succumb provid complet analysi journal citat report demonstr statist econom differ eigenfactor metric impact factor total citat,Digital Libraries
1497,institut repositori saberulav testimoni perspect,paper decadelong experi build oper activ institut repositori wwwsaberulav univers and meridavenezuela order share experi institut firstli explain step preserv dissemin scientif product univers lo and research quantit repositori activ outlin methodolog guidelin appli order replic experi guidelin list ingredi build block process develop maintain servic institut repositori includ technolog infrastructur institut polici preserv public dissemin knowledg recommend incent open access public process select test adapt technolog tool plan organ servic dissemin support scientif commun eventu lead adopt idea lie open access movement summar accept adopt technolog tool public institut intellectu product main obstacl encount,Digital Libraries
1498,way scientif publish access human knowledg inspir approach,inspir work touch biolog microtribolog author propos dynam publish establish tree knowledg localis scientif articl tree technomimet propos method knowledg manag scienc technolog organis era overinform way present manag access peopl kind background level educ increas number scientif technic public approach dramat chang revolution scienc contribut overcom gap idea inventor innov investor introduc gebeshub gruber drack acceler scientif technolog breakthrough improv human condit inspir develop method fact gener tribologist biologist overlap profess deal materi structur process tribolog omnipres biolog biolog system impress tribolog properti tribologist valuabl input inspir live system aim biomimet knowledg transfer biolog technolog success biomimet tribolog collabor biologist tribologist literatur search number paper biotribolog steadili increas moment scientif paper respect field hard access hard understand term concept specif word,Digital Libraries
1499,collabor open data escienc case studi sloan digit sky survey,current scienc technolog produc public access scientif data open data trend impact scientif commun term collabor behavior paper aim enhanc understand dynam scientif collabor open data escienc environ case studi coauthor network activ highli cite open data project call sloan digit sky survey visual coauthor network measur properti time level author institut countri level compar measur random network model compar level studi collabor network sdss commun transform random network smallworld network number authorlevel collabor instanc chang time number collabor instanc level increas time pairwis institut collabor common year open data trend posit neg impact scientif collabor,Digital Libraries
1500,digit mathemat librari good bad ugli,idea digit mathemat librari dml turn centuri feel time realiti start modest success brick built ambiti goal mind histor overview publish mathemat estim size bulk document includ dml turn propos model refer digit mathemat librarya network institut digit document physic archiv pattern base bottomup strategi practic consist digit natur dml describ model summaris order accomplish vision current local librari contribut global view detail,Digital Libraries
1501,oner tool organ name entiti recognit affili string pubm abstract,automat extract organ name affili sentenc articl biomedicin great pharmaceut market industri health care fund agenc public health offici scientist normal author name automat creat citat index articl identifi potenti resourc collabor today articl biomed index pubm deriv effect save great time resourc spent govern agenc understand scientif landscap includ key opinion leader center excel process extract organ name involv multilay rule match multipl dictionari achiev fmeasur extract organ name,Digital Libraries
1502,automat extract social network organ pubm abstract,social network analysi sna organ attract great govern agenc scientist abil boost translat acceler process convert care sna diseas area identifi key group area mine affili pubm involv recogn organ name affili string resolv ambigu identifi articl uniqu organ process normal involv cluster base local sequenc align metric local learn base find connect compon demonstr applic method analyz organ involv angiogenensi treatment demonstr util research pharmaceut biotechnolog industri nation fund agenc,Digital Libraries
1503,citat field evolutionari econom,evolutionari econom develop academ field journal evolutionari econom jee paper analyz extent evolutionari econom journal aim journal indispens exchang expert knowledg topic approach relat natur analyz citat data relev academ field journal evolutionari econom insight scientometr social network analysi jee central player field aim understand technolog region dynam link firmli natur scienc includ biolog manag scienc organ studi journal perceiv evolutionari acumen journal econom issu relat heterodox econom journal involv discuss issu firm industri organ jee keen develop theoret insight,Digital Libraries
1504,open access mandat fair deal button,fair deal button featur design author deposit paper open access institut repositori deposit close access mean metadata visibl retriev eprint open access button individu user request author provid singl eprint semiautom email purpos button tide usag publish embargo open access importantli institut adopt mandat except optout mandat delay deposit deposit waiver depend publish permiss embargo mandat almostopen access facilit exceptionfre mandat acceler advent univers open access,Digital Libraries
1505,author identifi scholarli repositori,bibliometr usagebas analys tool highlight scholarship contain network author articl usag data progress popul author network articl difficulti unambigu identifi author review sampl author identifi scheme scholarli repositori preliminari work arxiv implement public author identifi servic base plan boundari arxiv,Digital Libraries
1506,make web annot persist time,digit librari align web architectur function compon fundament rethought term uri http annot core scholarli activ enabl solut exhibit unaccept characterist exist model appli web represent web resourc chang time annot web resourc today longer relev represent serv resourc tomorrow assum exist archiv version resourc combin tempor featur emerg open annot data model capabl offer memento framework seamless navig uri resourc archiv version resourc arriv solut guarante persist web annot time provid theoret solut proofofconcept experiment evalu problem reconstruct exist annot correct archiv version display resourc involv annot retriev annot involv archiv version web resourc,Digital Libraries
1507,compar repositori type challeng barrier subjectbas repositori repositori nation repositori system institut repositori serv scholarli commun,decad repositori develop conclus drawn type repositori kind servic support digit scholarli commun product knowledg type public repositori distinguish subjectbas repositori repositori nation repositori institut repositori shift role repositori regard content welldefin high qualiti corpu essenti impli repositori servic success construct user reader uppermost mind regard servic high specif scholarli commun essenti impli repositori scholar offer dedic servic support product knowledg line challeng barrier repositori develop identifi key dimens identif deposit content access servic preserv content sustain servic indic comparison challeng barrier major region europ north america east asia australia offer conclus,Digital Libraries
1508,cite high impact,question citat behavior intrigu scientist disciplin gener citat pattern studi literatur develop notion citat project graph investig citat public paper cite investig pattern citat vari scientif disciplin pattern reflect scientif impact paper idiosyncrat citat pattern characterist impact paper narrow citat pattern common medium impact paper bridg citat patter high risk high reward pattern characterist high impact paper observ citat network trend bridg form,Digital Libraries
1509,analysi graph digit preserv suitabl,investig autonom creat smallworld graph framework long term storag digit object web hostil environ attack classic erdo renyi random barabasi albert power law watt strogatz small unsupervis smallworld usw graph attack strategi report respect robust attack profil construct game attack allow strategi choic remov percentag graph element graph allow repair portion report number altern attack repair turn graph disconnect game exce number permit turn base analysi attack strategi focus remov vertic highest between advantag attack power law graph disconnect remov singl edg random graph remov vertic smallworld graph remov vertic usw remov vertic watt strogatz smallworld graph robust resili random power law graph usw graph robust resili small graph graph usw connect web object wo fill data outliv individu institut creat data environ wo lost random failur direct attack,Digital Libraries
1510,notat censu exploit,mathemat notat divers requir comput machin maker adapt cultur disori person land webpag text mathemat order understand divers build censu notat content creator mathematician grasp mathemat notat languag cultur censu built collabor collect semant present observ widespread notat exist materi graphic extract contend approach dissip fallaci notat cultur understand cultur realiz exploit censu mathbridg project present project aim learner mathknowledg bring level readi start engin studi censu serv definit refer transform element gener render formula webbrows,Digital Libraries
1511,develop journal environ leonardo,anim base aggreg journaljourn citat leonardo period leonardo cite journal art domain cultur reason neuropsycholog physic articl leonardo cite larg number journal focu art anim level aggreg enabl histori journal network perspect,Digital Libraries
1512,evalu australian council journal rank,program excel australia era australian council rank journal categori prepar perform evalu australian univers rank major impact public choic dissemin australia rank problemat evid disciplin treat differ paper reveal weak era journal rank highlight poor correl era rank acknowledg metric journal stand highlight reason represent journal rank scientif disciplin,Digital Libraries
1513,soap project open access publish,soap studi open access publish project compil data offer open access publish onlin peerreview journal start directori open access journal sourc data consid includ inspect journal web site direct inquiri publish industri deriv discuss correl number open access journal articl subject area start open access journal size busi model open access publish licens model presenc impact factor uptak hybrid open access,Digital Libraries
1514,edit knowledg larg mathemat corpora case studi semant latex stex,potenti employ comput process manag mathemat knowledg convert inform knowledg machineori represent support process effortless main unsolv problem mathemat knowledg manag independ project formal mathemat content time consum task reduc adequ tool support establish task typic object orient languag larg extent solv integr develop environ ide thesi start analyz opportun formal process benefit softwar support list question compil set softwar requir develop ide semant tex stex format result current ide process formal present set practic implement ide,Digital Libraries
1515,analysi gener impact factor indic journal,analyz relationship paramet quantifi qualiti publish journal challeng task paper analyz relationship impact factor hindex gindex journal analysi simpl easi understand gener version impact factor time window absenc time window impact factor converg number citat receiv paper justifi impact factor simplifi analysi hindex gindex addit time window form year complic comput indic deriv express relationship impact factor hindex gindex valid set data,Digital Libraries
1516,joint initi support semant giida project,giida project aim develop digit infrastructur spatial cnr foreseen technolog eas model connect intern standard isoiec complex manag system giida benefit terminolog tool thesauri refer lexicon index retriev giida goal earth thesauru environment applic refer thesauru develop cnriiaekolab webbas softwar develop cnrwater institut irsa implement consult util thesauru web servic tool ensur thesauru system index idea cooper develop comprehens knowledg organ defin integr open multifunct multilingu multipl languag mode italian english navig way alphabet hierarch theme search term search term filter theme collabor initi cnrinstitut appli mathemat technolog imati sko simpl knowledg organ version earth develop ensur possibl support thesauru framework semant web order decentr metadata applic,Digital Libraries
1517,fraction count citat evalu option cross assess,case scientometr evalu multi unit risk compar appl orang paper assess comparison refer set set cite paper consid relev represent field impact order normal differ citat behavior field citat fraction count proportion length refer list cite paper method enabl compar unit disciplinari affili paper level assess statist signific differ set twentyseven depart tsinghua univers beij compar depart chines languag linguist upgrad posit rank impact depart level normal citat potenti,Digital Libraries
1518,ontolog knowledg manag epilepsi epilept seizur,knowledg manag develop support creation captur storag dissemin epilepsi epilept seizur present ontolog epilepsi webbas prototyp creat km,Digital Libraries
1519,import enzym data conceptwiki represent rdf,solut classic problem deal heterogen data make entir collect interoper ensur annot includ scientif publish fit seamless attract larg number user latest trend web applic encourag highli interact web site rich user interfac featur content integr sourc web obviou potenti rdf sparql owl provid flexibl data model easier data integr network data access answer classic problem semant web technolog creat web applic conceptwiki endtoend solut creat browserbas readwrit tripl rdf focu data integr eas user demonstr integr biolog data sourc enzym databas conceptwiki represent rdf,Digital Libraries
1520,compar analysi exist method algorithm automat assign review paper,articl focus automat assign review paper increas assign accuraci qualiti scientif event discuss main aspect influenc assign accuraci perform detail analysi method describ paper review compet exist confer manag system suggest improv similar factor calcul,Digital Libraries
1521,appli central measur impact analysi coauthorship network analysi,studi coauthorship network focu network topolog network statist mechan articl take approach studi microlevel network properti aim appli central measur impact analysi coauthorship data journal field librari scienc li time span year construct evolv coauthorship network calcul central measur close between degre pagerank author network central measur correl citat count discuss usabl central measur author rank central measur indic impact analysi,Digital Libraries
1522,discov author impact pagerank perspect,articl altern perspect measur author impact appli pagerank algorithm coauthorship network weight pagerank algorithm citat coauthorship network topolog propos test algorithm damp factor evalu author impact informetr commun addit compar weight pagerank hindex citat program committe membership intern societi scientometr informetr issi confer find weight pagerank algorithm reliabl measur author impact,Digital Libraries
1523,popular andor prestigi measur scholarli esteem,citat analysi gener qualiti citat account citat weight equal irrespect sourc scholar highli cite highli regard popular prestig ident measur esteem studi defin popular number time author cite prestig number time author cite highli cite paper retriev test field compar lead research term popular prestig time author rank high prestig popular rank high popular prestig relat measur popular prestig phd award number key public organiz affili receipt prizeshonor gender,Digital Libraries
1524,pagerank rank author cocit network,googl pagerank creat synergi retriev rank web rank document depend topolog graph weight node pagerank advanc field retriev googl competitor search engin market deploy bibliometr evalu impact studi focu impact damp factor rank purpos paper studi vari damp factor pagerank algorithm provid addit insight rank author author cocit network propos weight pagerank algorithm select highli cite author retriev area form author cocit network calcul rank author base pagerank damp factor rang order test relationship measur compar pagerank weight pagerank citat rank hindex central measur author cocit network citat rank highli correl pagerank damp factor pagerank algorithm citat rank pagerank correl central measur hindex correl central measur,Digital Libraries
1525,weight citat indic articl prestig,propos techniqu weight citat measur articl prestig techniqu alloc weight refer account impact cite journal citat time interv weight citat captur prestig citat count captur popular compar varianc popular prestig articl publish journal american societi scienc technolog major compar statu,Digital Libraries
1526,analysi scienc commun base dblp,popular nowaday bring techniqu bibliometr scientometr digit librari analyz collabor pattern explor mechan underli commun develop paper dblp data investig author scientif career provid indepth explor scienc commun compar term product popul stabil collabor trendsbesid featur compar set toprank confer rank counterpart,Digital Libraries
1527,gener linear weight share credit multipl author,assign weight multipl author paper challeng task depend convent field group paper scheme assign weight multipl author paper scheme weight assign linearli fashion depend weight paramet scheme arithmet type scheme weight follow arithmet seri analyz propos weight assign scheme compar exist scheme equal arithmet geometr harmon argu posit weight assign scheme call arithmet scheme refer arithmet type paper equal weight assign scheme treat special case propos arithmet type scheme,Digital Libraries
1528,propos classifi latinamerican scientif journal citat indic case studi colombia,colombian scientif journal repres intern digit librari googl scholar determin commun year classif colombian journal index colombian nation bibliograph ibnp perform base categor size indic index citat indic analyz group journal gener area scienc social scienc area indic digit librari scopu redalyc scielo compar addit indic ibnp journal categori compar scienc social scienc pattern indic exist posit correl establish indic predict number citat journal depend visibl scopu current ibnp categori faintli reflect journal commun propos classif base infometr indic reflect visibl googl scholar inclus intern digit librari scopu appli creation public polici scienc technolog colombia develop countri,Digital Libraries
1529,fraction count citat evalu cross assess tsinghua univers beij,case scientometr evalu multi unit risk compar appl orang paper assess comparison refer set set cite paper consid relev represent field impact order normal differ citat behavior field citat fraction count proportion length refer list cite paper method enabl compar unit disciplinari affili paper level assess statist signific differ set twentyseven depart tsinghua univers beij compar depart chines languag linguist upgrad posit rank impact depart level normal citat potenti,Digital Libraries
1530,highlight soap project survey scientist open access publish,soap studi open access publish project largescal survey attitud research experi open access publish thousand answer collect disciplin show overwhelm support idea open access highlight fund perceiv qualiti main barrier publish open access journal articl serv introduct survey present highlight preliminari analysi survey respons maxim reus collect survey data releas waiver librari publish fund agenc academ analys risk opportun driver barrier transit open access publish,Digital Libraries
1531,document asset creat video game product process,purpos paper step help archivist understand video game industri examin document asset creat game compani paper intend survey record gener video game product overview record creat intend statement archiv practic tool archivist assess process video game collect overview video game paper trail left archivist encount,Digital Libraries
1532,develop scienc disciplin social network analysi approach,contrast scientif disciplin scienc consid confer public confer advantag provid fast public paper bring research discuss paper peer previou work knowledg map focus map scienc domain base isi publish jcr journal citat report data cover journal lack scienc confer workshop proceed imprecis incomplet analysi scienc knowledg paper present analysi scienc knowledg network construct type public aim provid complet view scienc base combin digit librari dblp citeseerx studi knowledg network creat level citat linkag identifi develop subdisciplin investig collabor citat behavior analyz properti coauthorship citat subgraph paper draw conclus confer constitut social structur shape scienc knowledg scienc expert key success factor sustain,Digital Libraries
1533,polynomi weight gener geometr weight scheme assign credit multipl author,devis weight assign polici assign credit multipl author manuscript challeng task paper scheme assign credit multipl author polynomi weight assign scheme compar scheme scheme propos literatur,Digital Libraries
1534,globalis scienc kilometr,ongo globalis scienc undisputedli major impact scientif conduct nowaday big pictur remain blur unknown process head rate countri lead lag key featur difficult imposs captur measur compar statist empir studi measur extent growth scientif globalis term physic distanc coauthor research analysi draw public countri field scienc reveal contemporari scienc globalis steadi rate decad averag collabor distanc public increas kilometr differ globalis rate countri field scienc observ pervas process motion move interconnect global scienc,Digital Libraries
1535,univers metadata standard,creation gener internet semant web imposs attribut allow semant associ document integr context achiev goal univers metadata standard um ultim tool serv basi documentographi function requir interpret document automat oper system,Digital Libraries
1536,bound inequ relat hindex gindex eindex gener impact factor,find relationship indic hindex gindex eindex gener impact factor challeng task paper bound inequ relat hindex gindex eindex gener impact factor deriv bound inequ relat index paramet basic definit assum continu model,Digital Libraries
1537,progress concept process librari librari,main principl librari fact spread librari user viceversa fast perman adapt librari servic framework implement department plan public servic read gener council mosel divis public read develop department portal main vector user profil context work take master degre train diploma stieconom intellig nanci univers combin facet profession context conseil gener mosel franc,Digital Libraries
1538,sharedcanva collabor model mediev manuscript layout dissemin,paper model base principl link data imag text resourc facilit repositori mediev manuscript cultur handwritten document model design set requir deriv real case largest digit mediev content holder instanti model intend input turn scholarli present interfac canva paint paradigm pdf svg select base lack correl imag fulfil complex requir text fragment physic object remain model implement technolog oaior aggreg oac annot fundament build block emerg link digit librari model implement evalu prototyp content provid consum applic design requir drawn mediev manuscript domain applic layoutori present imag text,Digital Libraries
1539,chemxseer digit librari gaussian search,report gaussian file search design chemxseer digit librari gaussian file produc gaussian softwar softwar packag calcul molecular electron structur properti output file semistructur allow easi access gaussian attribut metadata capabl search gaussian document boolean combin atom chemic element attribut implement facet brows featur gaussian attribut type basi set job type method facet brows featur enabl user view process smaller filter subset document,Digital Libraries
1540,workflow manag chang scienc technolog engin mathemat,mathemat knowledg central compon scienc engin technolog document repres inform contrast publish mathemat subject continu chang machin support chang manag coars grain bare restrict formal languag autom paper report effort extend chang manag collect semiform document flexibl intermix mathemat formula natur languag integr semant publish mathemat knowledg valid longstand assumpt semant annot flexiform document drive interact document support semant impact analys time contrast fulli formal set adapt impact document autom degre flexiform set requir user interact tighter integr document manag workflow,Digital Libraries
1541,interact overlay method gener global journal map webofsci data,advanc method techniqu enabl develop interact overlay global map scienc base aggreg citat relat journal contain scienc citat social scienc citat combin map vosview discuss pro con option cite cite scale springembed algorithm vosview gephi cluster algorithm similar criteria approach focus posit journal space span aggreg journaljourn citat number choic left user provid default option reflect prefer exampl potenti techniqu assess organ andor document set,Digital Libraries
1542,recurs fieldnorm bibliometr perform indic applic field librari scienc,commonli idea develop citationbas perform indic idea normal citat count base field classif scheme idea recurs citat weigh indic combin idea singl indic refer recurs normal citat score indic studi valid indic empir analysi propos indic highli sensit field classif scheme indic strong tendenc reinforc bias caus classif scheme base observ advis indic idea normal base field classif scheme idea recurs citat weigh combin,Digital Libraries
1543,scholarli commun,chapter tackl role scholarli public process qualiti preserv consequ technolog organ scholarli commun ecolog technolog impact scholarli commun process depart tradit publish environ develop address editori process dissemin content servic develop public archiv aspect cover level open access scientif technic legal aspect view evolut scientif publish environ,Digital Libraries
1544,analyz persist referenc web resourc memento,paper studi persist avail web resourc referenc paper scholarli repositori repositori characterist arxiv unt digit librari studi determin natur repositori content bear avail web resourc cite content memento autom discoveri archiv resourc time public archiv referenc url autom process url largest studi repositori metadata consider disciplin startl url referenc arxiv exist preserv futur gener resourc referenc unt paper lost move forward provid initi recommend includ repositori publish url list extract paper seed web archiv system,Digital Libraries
1545,map excel geographi scienc approach base scopu data,global activ grow nation intern comparison standard qualiti countri region sign trend increas rank univers perform scientif environ method present paper enabl map center excel program freeli base scopu data fieldspecif excel identifi agglomer region citi highlycit paper publish differ perform rate visual map color size mark,Digital Libraries
1546,reveal digit document conceal structur data,short paper introduct project analyz digit document structur approach reveal common pattern data independ technolog data abil identifi pattern level descript applic digit librari understand data structur captur singular characterist data metadata recov intend structur digit object long term preserv,Digital Libraries
1547,viewpoint journal certif confer rapid dissemin,public cultur scienc disciplin disciplin focu journal public standard practic publish confer publish journal version confer paper discuss role journal public public select lead confer qualiti typic assess,Digital Libraries
1548,similaritybas brows link open data,increas data publish web link open data lod principl user brows data flexibl manner paper focu similaritybas brows introduc method comput similar entiti rdf graph distinct characterist propos metric gener compar node kind take account neighborhood node configur respect accuraci comput complex tradeoff demonstr behavior metric exampl applic lod final gener elabor implement approach harmon distribut natur lod comput entiti similar metric,Digital Libraries
1549,open annot collabor oac model,annot user associ addit exist resourc proprietari close system web user annot multimedia resourc imag audio video lock inaccess web data step integr multimedia annot link data principl client easili publish consum exchang annot resourc common web standard current statu open annot collabor intern initi work annot specif base practic link data effort case earli prototyp propos annot model lesson learn discuss open technic issu,Digital Libraries
1550,hyperincurs cogitata incurs cogitant scholarli discours anticipatori,anticipatori systemsthat system model developmentand addit hyperincurs routinesthat develop refer futur statescannot exist re extensa envisag re cogitan incurs routin cogitant instanti system histor system recurs hyperincurs routin gener redund open horizon intent system enrich percept case happen occur perspect hindsight codifi aboveindividu level enabl interven technolog theori comput anticipatori system loop supraindividu hyperincurs individu incurs instanti histor recurs access model empir investig,Digital Libraries
1551,semanticbas approach improv data share sdi natur conserv,paper propos approach transcend multicultur multilingu barrier reus geograph data european level approach aim share scientif term field natur conserv goal assist user commun metadata compil discoveri multithesauri solut propos base common thesauru framework natur conserv wellknown knowledg organ system assembl share design semant web recommend employ sko standard model link data publish thesauri format outcom power framework satisfi requir modular open thesauru extens updat interlink thesauri exploit system paper support employ link data deal terminolog complex domain natur conserv propos handson recip publish thesauri framework,Digital Libraries
1552,larg formal wiki issu solut,step larg formal mathemat wiki coq proof assist corn repositori pool system handl gener wiki smart reverif scheme larg formal librari wiki suggest mizarmml coqcorn base develop precis track mathemat depend propos featur stateoftheart filesystem realtim clone sandbox entir librari allow extend wiki true multius collabor area number issu discuss,Digital Libraries
1553,extract transform archiv scientif data,common archiv dataset larg numer addit metadata softwar requir analys display archiv manual curat data difficult expens larg digit repositori model tool autom digit curat task autom task face major challeng data data sourc highli heterogen futur difficult anticip data hard address problem propos extract transform archiv eta model manag mechan curat data propos scalabl strategi address researchdata problem rang extract legaci data longterm storag review exist solut propos avenu,Digital Libraries
